US,city_id,type,category,cause,deaths,pop,prop0,prop15,prop40,prop65
1,7,Small Groups,Cancer,Corpus uteri cancer,10,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Kidney and ureter cancer,17,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Larynx cancer,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Leukaemia,29,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Liver cancer,36,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,"Lymphomas, multiple myeloma",43,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Melanoma and other skin cancers,25,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Mouth and oropharynx cancers,16,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Oesophagus cancer,27,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Other Cancer,101,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Ovary cancer,17,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Pancreas cancer,56,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Prostate cancer,42,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,Stomach cancer,13,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Cancer,"Trachea, bronchus, lung cancers",193,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Infectious Diseases,117,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Maternal Conditions,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Nutritional Conditions,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Perinatal Conditions,16,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Respiratory Infections,80,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,CMNN,Tuberculosis,Suppressed,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Injuries,Other unintentional injuries,124,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Injuries,Road traffic accidents,47,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Injuries,Suicide,102,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,Injuries,Violence,23,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Cardiovascular diseases,1192,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Cirrhosis of the liver,83,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Congenital anomalies,15,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,144,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Digestive Diseases,101,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Genitourinary diseases,74,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Neuropsychiatric disorders,418,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Other NCD,26,441469,0.186,0.336,0.331,0.146
1,7,Small Groups,NCDs,Respiratory diseases,309,441469,0.186,0.336,0.331,0.146
0,8,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,801,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,Cancer,Cancer,123,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,CMNN,CMNN,110,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,Injuries,Homicides,24,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,Injuries,Non-violent injuries,51,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,Injuries,Suicides,10,114299,0.191,0.393,0.314,0.102
0,8,Large Groups,NCDs,NCDs,484,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Bladder cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Breast cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Cervix uteri cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Colon and rectum cancers,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Corpus uteri cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Larynx cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Leukaemia,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Liver cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Oesophagus cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Other Cancer,29,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Ovary cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Pancreas cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Prostate cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,Stomach cancer,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Cancer,"Trachea, bronchus, lung cancers",18,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Infectious Diseases,36,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Maternal Conditions,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Nutritional Conditions,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Perinatal Conditions,11,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Respiratory Infections,47,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,STDs and HIV/AIDS,10,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,CMNN,Tuberculosis,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Injuries,Other unintentional injuries,24,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Injuries,Road traffic accidents,27,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Injuries,Suicide,10,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,Injuries,Violence,24,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Cardiovascular diseases,257,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Cirrhosis of the liver,15,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Congenital anomalies,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,44,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Digestive Diseases,32,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Genitourinary diseases,24,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Neuropsychiatric disorders,45,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Other NCD,Suppressed,114299,0.191,0.393,0.314,0.102
0,8,Small Groups,NCDs,Respiratory diseases,57,114299,0.191,0.393,0.314,0.102
1,9,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,2089,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,Cancer,Cancer,505,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,CMNN,CMNN,88,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,Injuries,Homicides,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,Injuries,Non-violent injuries,102,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,Injuries,Suicides,39,217547,0.149,0.296,0.366,0.188
1,9,Large Groups,NCDs,NCDs,1351,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Bladder cancer,18,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Brain and nervous system cancers,15,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Breast cancer,29,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Cervix uteri cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Colon and rectum cancers,38,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Corpus uteri cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Larynx cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Leukaemia,18,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Liver cancer,17,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,"Lymphomas, multiple myeloma",25,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Melanoma and other skin cancers,11,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Mouth and oropharynx cancers,10,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Oesophagus cancer,17,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Other Cancer,66,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Ovary cancer,11,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Pancreas cancer,32,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Prostate cancer,27,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,Stomach cancer,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Cancer,"Trachea, bronchus, lung cancers",138,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Infectious Diseases,40,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Maternal Conditions,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Nutritional Conditions,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Perinatal Conditions,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Respiratory Infections,36,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,CMNN,Tuberculosis,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Injuries,Other unintentional injuries,80,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Injuries,Road traffic accidents,22,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Injuries,Suicide,39,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,Injuries,Violence,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Cardiovascular diseases,619,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Cirrhosis of the liver,28,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Congenital anomalies,Suppressed,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,95,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Digestive Diseases,63,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Genitourinary diseases,39,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Neuropsychiatric disorders,314,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Other NCD,21,217547,0.149,0.296,0.366,0.188
1,9,Small Groups,NCDs,Respiratory diseases,165,217547,0.149,0.296,0.366,0.188
0,10,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,1496,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,Cancer,Cancer,387,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,CMNN,CMNN,123,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,Injuries,Homicides,101,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,Injuries,Non-violent injuries,82,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,Injuries,Suicides,19,288616,0.218,0.422,0.274,0.085
0,10,Large Groups,NCDs,NCDs,783,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Bladder cancer,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Brain and nervous system cancers,12,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Breast cancer,25,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Cervix uteri cancer,17,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Colon and rectum cancers,25,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Corpus uteri cancer,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Gallbladder and biliary tract cancer,12,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Larynx cancer,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Leukaemia,15,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Liver cancer,20,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,"Lymphomas, multiple myeloma",16,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Oesophagus cancer,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Other Cancer,59,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Ovary cancer,11,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Pancreas cancer,13,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Prostate cancer,22,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,Stomach cancer,76,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Cancer,"Trachea, bronchus, lung cancers",25,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Infectious Diseases,13,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Maternal Conditions,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Nutritional Conditions,20,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Perinatal Conditions,22,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Respiratory Infections,48,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,STDs and HIV/AIDS,13,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,CMNN,Tuberculosis,Suppressed,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Injuries,Other unintentional injuries,25,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Injuries,Road traffic accidents,57,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Injuries,Suicide,19,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,Injuries,Violence,101,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Cardiovascular diseases,431,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Cirrhosis of the liver,19,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Congenital anomalies,18,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,63,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Digestive Diseases,50,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Genitourinary diseases,43,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Neuropsychiatric disorders,29,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Other NCD,24,288616,0.218,0.422,0.274,0.085
0,10,Small Groups,NCDs,Respiratory diseases,107,288616,0.218,0.422,0.274,0.085
0,11,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,6119,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,Cancer,Cancer,887,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,CMNN,CMNN,705,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,Injuries,Homicides,127,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,Injuries,Non-violent injuries,299,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,Injuries,Suicides,33,872421,0.226,0.411,0.284,0.078
0,11,Large Groups,NCDs,NCDs,4068,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Bladder cancer,12,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Brain and nervous system cancers,23,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Breast cancer,77,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Cervix uteri cancer,42,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Colon and rectum cancers,63,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Corpus uteri cancer,14,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Gallbladder and biliary tract cancer,14,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Kidney and ureter cancer,25,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Larynx cancer,Suppressed,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Leukaemia,40,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Liver cancer,74,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,"Lymphomas, multiple myeloma",50,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Melanoma and other skin cancers,14,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Mouth and oropharynx cancers,18,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Oesophagus cancer,12,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Other Cancer,150,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Ovary cancer,22,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Pancreas cancer,38,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Prostate cancer,70,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,Stomach cancer,49,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Cancer,"Trachea, bronchus, lung cancers",72,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Infectious Diseases,94,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Maternal Conditions,Suppressed,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Nutritional Conditions,124,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Perinatal Conditions,106,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Respiratory Infections,165,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,STDs and HIV/AIDS,162,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,CMNN,Tuberculosis,50,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Injuries,Other unintentional injuries,244,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Injuries,Road traffic accidents,55,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Injuries,Suicide,33,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,Injuries,Violence,127,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Cardiovascular diseases,1543,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Cirrhosis of the liver,222,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Congenital anomalies,76,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Diabetes mellitus and other endocrine disorders,1056,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Digestive Diseases,364,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Genitourinary diseases,263,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Neuropsychiatric disorders,153,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Other NCD,80,872421,0.226,0.411,0.284,0.078
0,11,Small Groups,NCDs,Respiratory diseases,310,872421,0.226,0.411,0.284,0.078
0,12,All-Cause Mortality,All-Cause Mortality,All-Cause Mortality,749,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,Cancer,Cancer,91,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,CMNN,CMNN,145,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,Injuries,Homicides,71,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,Injuries,Non-violent injuries,82,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,Injuries,Suicides,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Large Groups,NCDs,NCDs,351,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Bladder cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Brain and nervous system cancers,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Breast cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Cervix uteri cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Colon and rectum cancers,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Corpus uteri cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Gallbladder and biliary tract cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Kidney and ureter cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Larynx cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Leukaemia,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Liver cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,"Lymphomas, multiple myeloma",Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Melanoma and other skin cancers,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Mouth and oropharynx cancers,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Oesophagus cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Other Cancer,15,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Ovary cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Pancreas cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Prostate cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,Stomach cancer,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Cancer,"Trachea, bronchus, lung cancers",Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Infectious Diseases,44,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Maternal Conditions,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Nutritional Conditions,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Perinatal Conditions,27,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Respiratory Infections,56,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,STDs and HIV/AIDS,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,CMNN,Tuberculosis,Suppressed,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Injuries,Other unintentional injuries,43,146902,0.257,0.47,0.225,0.048
0,12,Small Groups,Injuries,Road traffic accidents,39,146902,0.257,0.47,0.225,0.048
